,ingredientID,ingredient
28013,34999,red wine vinegar
28014,16428,soy sauce
28015,27958,"green onion, chopped"
28016,29176,hoisin sauce
28017,33277,sesame oil
28018,434839,long green beans
28019,4380,sesame seeds
28020,35167,orange juice
28021,320611,soy sauce
28022,16417,"garlic, chopped"
28023,16406,grated orange zest
28024,4416,ground ginger
28025,21796,red pepper flakes (Optional)
28026,29716,vegetable oil
28027,5107,"skinless, boneless chicken breast halves, thinly sliced"
28028,35127,chicken broth
28029,16159,cornstarch
28030,4335,frozen stir-fry vegetables
28031,3819,sugar snap peas
28032,29716,broccoli florets
28033,27958,sliced carrot
28034,4326550,low-sodium soy sauce
28035,35091,vegetable oil
28036,35174,brown sugar
28037,10154,minced ginger
28038,6311,garlic powder
28039,27981,flank steak
28040,4279,dried Japanese udon noodles
28041,27958,snow peas
28042,35074,broccoli florets
28043,4442,mirin (Japanese sweet wine)
28044,23395,applewood-smoked bacon
28045,4240,"white onion, sliced lengthwise"
28046,4233277,"garlic, minced"
28047,28033277,chicken broth
28048,34970,"fresh green beans, trimmed"
28049,34839,"red potatoes, cut into chunks"
28050,320611,salt and ground black pepper to taste
28051,16406,olive oil
28052,34861,"shallots, chopped"
28053,28006,"garlic cloves, chopped"
28054,34611,chopped kale
28055,27958,condensed cream of chicken soup
28056,4279,sriracha sauce
28057,4240,cream cheese
28058,35174,sour cream
28059,27981,"cut green beans, drained"
28060,33277,ground black pepper to taste
28061,20305,"asparagus, trimmed and cut diagonally into 1-inch pieces"
28062,27958,"snow peas, ends and strings removed, cut diagonally into 1-inch pieces"
28063,2818644,"radishes, trimmed and thinly sliced ,scallions, thinly sliced"
28064,4267,fresh snipped dill
28065,320611,canola oil
28066,34839,white sugar
28067,28720,salt
28068,18738,freshly ground black pepper
28069,16406,"freshly squeezed lime juice, or more to taste"
28070,13963,vegetable oil
28071,26877,"Madras curry powder, or to taste"
28072,35074,sea salt
28073,1734861,"potatoes, cubed"
28074,7822,"carrots, chopped"
28075,29176,"cauliflower, cut into florets"
28076,320611,frozen peas
28077,34776,chopped fresh cilantro (Optional)
28078,28720,butter
28079,35040,frozen peas
28080,5199,"onion, chopped"
28081,25834,"garlic, minced"
28082,12255,condensed cream of mushroom soup
28083,16234,"milk, or as needed"
28084,4326550,"tuna, drained"
28085,28086,salt and ground black pepper to taste
28086,27958,butter
28087,4378,"fresh ginger, minced"
28088,22868,"garlic, minced"
28089,20833277,"onion, chopped"
28090,29047,"acorn squash, peeled and cut into 1-inch cubes"
28091,25254,coconut milk
28092,28714,"green beans, cut into 3-inch pieces"
28093,16406,"cooked shrimp, peeled and deveined"
28094,2698,"extra-firm tofu, cut into 1/2-inch cubes"
28095,27958,Salt and pepper to taste
28096,2818644,white sugar
28097,35127,butter
28098,3717,diced onion
28099,34776,minced fresh flat-leaf parsley
28100,29176,diced fresh mushrooms
28101,35113,all-purpose flour
28102,28848,salt
28103,27961,ground black pepper
28104,32982,fresh lemon juice
28105,5199,sour cream
28106,25834,"French-style green beans, drained"
28107,4240,shredded Cheddar cheese
28108,16317,crushed buttery round crackers
28109,28854,melted butter
28110,29850,"fresh green beans, trimmed"
28111,29716,balsamic vinegar
28112,4279,extra-virgin olive oil
28113,27981,"sweet onion, thinly sliced"
28114,29176,"garlic, minced"
28115,35113,chopped fresh parsley
28116,34813,white sugar
28117,1325340,salt
28118,16404,freshly ground black pepper to taste
28119,18844,"frozen corn, thawed"
28120,320611,"frozen peas, thawed"
28121,20551,"water, divided"
28122,16417,eggs
28123,20806,butter
28124,1640,bacon
28125,27958,peanut oil
28126,10079,"cooked medium-grain jasmine rice, cold"
28127,2829,sriracha sauce
28128,34367,soy sauce
28129,27958,fish sauce
28130,2818644,olive oil
28131,220312,"onion, finely chopped"
28132,35113,"garlic, minced"
28133,28714,minced fresh ginger
28134,16417,white wine
28135,16380,medium shrimp - peeled and deveined
28136,18741,snow peas
28137,34733277,salt and pepper to taste
28138,4409,chopped fresh cilantro
28139,326550,olive oil
28140,33277,"sweet Italian sausage, sliced"
28141,28196,"boneless, skinless chicken breast, cubed"
28142,4378,"onion, chopped"
28143,27958,"green bell pepper, chopped"
28144,4279,chicken bouillon
28145,33277,hot water
28146,320611,salt
28147,4442,ground thyme
28148,434839,garlic powder
28149,27958,frozen green peas
28150,4227,instant rice
28151,12255,"tomatoes, diced"
28152,5489,dried cranberry beans
28153,24837,fresh sage
28154,4529,fresh rosemary
28155,27981,bay leaf
28156,29716,kitchen twine
28157,4326550,chickpea lasagna sheets
28158,20415,olive oil
28159,34839,diced onion
28160,18738,diced carrots
28161,320611,diced red bell pepper
28162,16406,"fresh green beans, cut into 1-inch pieces"
28163,16133,"cherry tomatoes, quartered"
28164,29716,"garlic, minced"
28165,28854,"bird's eye chile, minced (Optional)"
28166,27958,water (Optional)
28167,29176,vegetable bouillon
28168,28720,salt and ground black pepper to taste
28169,16417,boiling water (Optional)
28170,220312,extra-virgin olive oil
28171,29156,cooking spray
28172,16124,sugar snap peas
28173,434839,"cherry tomatoes, halved"
28174,16244,"dried fruit and nut mix, such as cranberries, almonds, and cashews"
28175,16258,chopped mushrooms
28176,12163,"bell pepper, thinly sliced"
28177,29145,chia seeds
28178,220312,"cayenne pepper, or to taste"
28179,34839,"garlic, minced"
28180,28848,salt to taste
28181,2114,egg whites
28182,22326550,"shredded Cheddar cheese, or as desired"
28183,434839,butter
28184,27605,all-purpose flour
28185,28277,white sugar
28186,27981,ground black pepper to taste
28187,20270,"young peas (such as LeSueur® Very Young Small Early Peas), drained"
28188,35174,milk
28189,35050,"cabbage, cored and shredded"
28190,1636,"green onions, chopped"
28191,325249,frozen green peas
28192,28196,dry roasted peanuts
28193,24837,sour cream
28194,29176,mayonnaise
28195,4378,white vinegar
28196,4607,curry powder
28197,35174,ground ginger
28198,3752,ground cayenne pepper
28199,34367,butter
28200,4326550,"French style green beans, drained"
28201,27958,lemon juice
28202,29176,lime juice
28203,35113,bacon bits
28204,325340,"potatoes, peeled and cubed"
28205,7428,"fresh green beans, trimmed and snapped into 1 1/2 inch pieces"
28206,29176,thick cut bacon
28207,20847,"onions, sliced"
28208,3718,balsamic vinegar
28209,5535127,salt and pepper to taste
28210,35004,cooking spray
28211,27255,"celery rib with leaves, chopped"
28212,8954,"frozen peas, thawed"
28213,4237,low-fat plain Greek-style yogurt
28214,34861,fat-free milk
28215,27961,minced fresh parsley
28216,34861,white pepper
28217,9725,olive oil
28218,1734861,"onion, chopped"
28219,27640,"garlic, minced"
28220,20551,oyster sauce
28221,16124,salt and pepper to taste
28222,34967,"bone-in chicken pieces, such as legs, thighs, and wings"
28223,434839,"tomato, diced"
28224,16421,"carrot, sliced"
28225,12255,"celery stalks, sliced"
28226,29176,"fresh snow peas, trimmed"
28227,4378,cornstarch
28228,27958,water
28229,5135,olive oil
28230,20245,butter
28231,25443,ham hock
28232,20888,"fresh green beans, trimmed"
28233,34367,red potatoes
28234,29176,dry vegetable soup mix
28235,20244,white sugar
28236,12125,ground black pepper
28237,34751,chili garlic sauce (sambal)
28238,35167,soy sauce
28239,25834,sesame oil
28240,35174,brown sugar
28241,5107,rice wine vinegar
28242,27993,"salmon fillets, cut into 1-inch squares"
28243,35113,"red bell pepper, seeded and cut into 1-inch squares"
28244,28196,snow peas
28245,16317,"carrots, peeled and thinly sliced"
28246,326550,cooked jasmine rice
28247,35167,Reynolds Wrap® Non Stick Aluminum Foil
28248,320611,vegetable oil
28249,3253737,sliced fresh mushrooms
28250,18427,snow peas
28251,28196,"sliced water chestnuts, drained"
28252,20751,sliced bok choy
28253,25834,salt and black pepper to taste
28254,20185,vegetable oil
28255,35174,minced garlic
28256,18428,minced fresh ginger root
28257,34751,"skinless, boneless chicken breast meat - thinly sliced"
28258,21758,white wine
28259,10819,white sugar
28260,16424,chicken broth
28261,326550,cornstarch
28262,18427,water
28263,28854,refrigerated cheese tortellini
28264,16407,frozen peas
28265,320611,"tomatoes, chopped"
28266,35167,coarsely grated Parmesan cheese
28267,34999,"fresh chives, chopped"
28268,33277,chopped fresh parsley
28269,25834,olive oil
28270,20185,"lemons, juiced"
28271,16424,white sugar
28272,33277,salt
28273,35167,freshly ground black pepper
28274,21758,"potatoes, peeled and diced"
28275,35174,"carrot, peeled and diced"
28276,4337,"fresh green beans, trimmed and snapped"
28277,320611,frozen green peas
28278,20185,egg
28279,1325340,bread crumbs
28280,25834,garam masala
28281,326550,cayenne pepper
28282,34751,salt to taste
28283,35167,vegetable oil for frying
28284,25834,apple cider vinegar
28285,16424,water
28286,326550,pickling salt
28287,28854,"garlic, crushed"
28288,29850,dill seed
28289,320611,crushed red pepper
28290,35167,cayenne pepper
28291,25834,"fresh green beans, trimmed"
28292,34839,"fresh green beans, rinsed and trimmed"
28293,35120,butter
28294,20611,sliced almonds
28295,16347,lemon pepper
28296,35174,white sugar
28297,34751,white vinegar
28298,35167,vegetable oil
28299,5233,"celery, chopped"
28300,20384,"green bell pepper, seeded and chopped"
28301,29716,"red onion, chopped"
28302,4378,"pimento peppers, drained and chopped"
28303,27958,cut green beans
28304,27981,yellow wax beans
28305,29176,lima beans
28306,29156,dark red kidney beans
28307,20305,sliced celery
28308,35174,dried sweet cherries
28309,35127,"frozen green peas, thawed"
28310,28720,chopped fresh parsley
28311,20244,"chopped pecans, toasted"
28312,33277,fat-free mayonnaise
28313,27958,plain low-fat yogurt
28314,29176,fresh lemon juice
28315,10643,salt
28316,6057,ground black pepper
28317,4529,"kidney beans, drained"
28318,16169,"wax beans, drained"
28319,25834,"cut green beans, drained"
28320,320611,"garbanzo beans, drained"
28321,34861,"whole kernel corn, drained"
28322,16407,"sliced mushrooms, drained"
28323,20453,"onion, chopped"
28324,20415,"green bell pepper, cubed"
28325,2818644,cider vinegar
28326,4279,white sugar (Optional)
28327,29176,vegetable oil
28328,9725,ground black pepper
28329,7428,salt
28330,35167,dried basil
28331,34826,dried oregano
28332,5444,"white sugar, or more to taste (Optional)"
28333,2112,vegetable oil
28334,420,boneless chicken thighs - cut into bite-size pieces
28335,25834,"skinless, boneless chicken breast half - cut into bite-size pieces"
28336,16169,water
28337,27981,chicken bouillon cube
28338,8954,"garlic, minced"
28339,326550,minced fresh ginger root
28340,35050,soy sauce
28341,320611,Asian (toasted) sesame oil
28342,11022,baby corn ears
28343,320611,"sliced water chestnuts, rinsed and drained"
28344,20676,shredded carrots
28345,34839,broccoli florets
28346,326550,shredded napa cabbage
28347,29716,"red bell pepper, chopped"
28348,2818644,"green onions, chopped"
28349,27958,"celery, thinly sliced"
28350,29176,"zucchini, thinly sliced"
28351,28720,snow peas
28352,20244,sliced fresh mushrooms
28353,320611,small seashell pasta
28354,16406,"carrots, peeled and julienned"
28355,21666,"leaf lettuce - rinsed, dried, and chopped"
28356,2496,"cucumber, peeled, seeded, and diced"
28357,10643,frozen green peas
28358,20415,frozen whole-kernel corn
28359,4279,mayonnaise
28360,30204,brown sugar
28361,34999,curry powder
28362,2078,garlic salt
28363,25834,shredded Cheddar cheese
28364,29176,smoked turkey carcass
28365,34751,vegetable broth
28366,5521,water
28367,16406,chopped fresh green beans
28368,16414,frozen corn
28369,30204,shredded carrot
28370,33277,white rice
28371,27958,"chopped celery, or to taste"
28372,27981,chopped onion
28373,35074,chopped green bell pepper
28374,35167,chopped red bell pepper
28375,16406,"cream cheese, or more to taste"
28376,28196,"shredded Cheddar cheese, or to taste"
28377,25834,ground black pepper to taste
28378,35127,lemon juice
28379,16429,soy sauce
28380,34839,brown sugar
28381,326550,fish sauce
28382,25834,"red pepper flakes, or to taste"
28383,320611,"cornstarch, or as desired (Optional)"
28384,320611,"olive oil, divided"
28385,33277,"garlic, minced"
28386,28086,"jalapeno peppers, seeded and chopped"
28387,2818644,whole black peppercorns
28388,27958,"onions, sliced"
28389,29176,"frozen sugar snap peas, thawed"
28390,2664,cherry tomatoes
28391,25368,"yellow bell pepper, thinly sliced"
28392,20611,"red bell pepper, thinly sliced"
28393,326550,"green bell pepper, thinly sliced"
28394,25368,"fresh shrimp, peeled and deveined"
28395,3474,chopped fresh cilantro
28396,24837,chopped fresh mint
28397,20644,cooked long-grain rice
28398,3253737,"fresh bean sprouts, or to taste"
28399,28086,vegetable oil
28400,27958,"onion, diced"
28401,35004,curry powder
28402,3796,mustard seeds
28403,5112,cumin seeds
28404,325340,vegetable broth
28405,20469,"potatoes, cut into small cubes"
28406,28714,"carrot, cut into small cubes"
28407,325249,frozen peas
28408,35074,"frozen puff pastry, thawed"
28409,1651,"egg, lightly beaten"
28410,29137,mayonnaise
28411,28848,sour cream
28412,25834,white sugar
28413,320611,lemon juice
28414,16347,horseradish
28415,23002,"curry powder, or more to taste"
28416,27958,salt and ground black pepper to taste
28417,2818644,"garlic, minced"
28418,5375,olive oil
28419,33277,salt and freshly ground pepper to taste
28420,27958,"fresh green beans, trimmed"
28421,29176,butter
28422,7428,sliced almonds
28423,23002,olive oil
28424,16348,"cayenne pepper, or more to taste"
28425,235113,crumbled blue cheese
28426,320611,"garbanzo beans, drained"
28427,25834,"artichoke hearts, drained and diced"
28428,16377,frozen green peas
28429,31459,diced black olives
28430,26848,"red onion, diced"
28431,16404,farfalle (bow tie) pasta
28432,325340,diced queso blanco cheese
28433,6057,Italian-style salad dressing (such as Girard's® Olde Venice)
28434,35113,cracked black pepper to taste
28435,5533277,"potatoes, peeled and cubed"
28436,5107,"frozen peas, thawed"
28437,16380,raisins
28438,6834,"green chile pepper, finely chopped"
28439,320611,garam masala
28440,16347,finely grated fresh ginger
28441,34839,"red chile powder, or to taste"
28442,25834,salt to taste
28443,35167,all-purpose flour
28444,35174,vegetable oil
28445,29850,ground cinnamon
28446,21758,salt to taste
28447,1526,"water, or as needed"
28448,235113,vegetable oil for frying
28449,28033277,"fresh snow peas, trimmed"
28450,1818644,"cream cheese, softened"
28451,4378,"smoked salmon, flaked"
28452,27958,garlic salt
28453,5516,ground black pepper
28454,18415,"dried dill weed, or to taste"
28455,20705,soy sauce
28456,6d524b0cf154936052a9c48bd6761d37,cornstarch
28457,1434861,cooking spray
28458,21758,sesame oil
28459,22918,snow peas
28460,20611,thinly sliced carrot
28461,30204,chicken broth
28462,27054,frozen cut green beans
28463,325340,frozen lima beans
28464,30204,drained and rinsed canned red beans
28465,4409,frozen red bell pepper strips
28466,1434861,chopped onion
28467,22918,canola oil
28468,29176,apple cider vinegar
28469,33277,white sugar
28470,28714,garlic powder
28471,30204,salt and ground black pepper to taste
28472,16406,"bacon - cooked, crumbled and divided"
28473,2830,frozen cut green beans
28474,4378,minced garlic
28475,35153,"crumbled feta cheese, divided"
28476,28714,onion powder
28477,20245,ground black pepper
28478,320611,water
28479,16406,penne pasta
28480,2112,"sugar snap peas, or as desired"
28481,25834,"olive oil, or more to taste"
28482,6305,margarine
28483,326550,"white mushrooms, sliced"
28484,35113,"green onions, minced"
28485,25834,"garlic, minced"
28486,320611,"lemon, zested"
28487,2356,lemon juice
28488,20611,salt and ground black pepper to taste
28489,35174,grated Parmesan cheese
28490,320611,chopped fresh mint (Optional)
28491,320611,"sugar snap peas, trimmed"
28492,16406,water
28493,20245,"cherry tomatoes, halved"
28494,17500,"garlic, minced"
28495,16238,white sugar
28496,29850,salt-free onion and herb seasoning (such as Mrs. Dash®)
28497,35167,lemon juice
28498,5375,bacon
28499,35074,water
28500,25834,frozen cut green beans
28501,7434,all-purpose flour
28502,16243,heavy cream
28503,30204,shredded sharp Cheddar cheese
28504,4405,dry bread crumbs
28505,16348,"fresh green beans, trimmed"
28506,10819,sliced onions
28507,325340,"balsamic vinegar, or more if needed"
28508,320611,"garlic, chopped"
28509,29850,white sugar
28510,16411,dried basil
28511,325340,dried oregano
28512,16382,"shredded Parmesan cheese, or to taste"
28513,35074,halved grape tomatoes
28514,29716,olive oil
28515,326550,"white onion, chopped"
28516,21757,"garlic, pressed"
28517,1636,frozen cut green beans
28518,7434,frozen peas
28519,35167,"zucchini, chopped"
28520,30204,vegetable broth
28521,3810,minced fresh rosemary
28522,320611,cooked great Northern beans
28523,16414,ditalini pasta
28524,16406,minced fresh parsley
28525,325340,grated Parmesan cheese
28526,20244,salt and freshly ground black pepper to taste
28527,325249,"extra-virgin olive oil, or as needed"
28528,5444,ground beef
28529,5444,ground pork sausage
28530,27958,salt and pepper to taste
28531,35050,pumpkin pie spice
28532,29176,brown sugar
28533,18326550,chicken stock
28534,21829,long grain and wild rice mix
28535,34839,sugar pumpkin
28536,33277,condensed cream of celery soup
28537,454,condensed cream of mushroom soup
28538,21666,"mushroom stems and pieces, drained"
28539,27961,French cut green beans
28540,35074,"kohlrabi bulbs, peeled and grated"
28541,29236,"white cabbage, shredded"
28542,28857,"carrots, grated"
28543,16404,"red bell peppers, grated"
28544,16406,"green bell peppers, grated"
28545,20975,French-cut green beans
28546,21058,"fresh parsley, chopped"
28547,34819,"chicken broth, or as needed to cover"
28548,4273,"white sugar, or to taste"
28549,4279,"Hungarian paprika, or to taste"
28550,8954,salt and ground black pepper to taste
28551,326550,"sour cream, for topping"
28552,7789,"prepared horseradish, or to taste (Optional)"
28553,25146,"onion, chopped"
28554,16406,"garlic, minced"
28555,35167,butter
28556,20244,"frozen green peas, thawed"
28557,29716,"sliced mushrooms, drained"
28558,9722,white sugar
28559,29236,salt
28560,35113,dried thyme
28561,16317,black pepper
28562,24837,fresh baby peas
28563,18727,Greek yogurt
28564,5107,olive oil
28565,16157,fresh lemon juice
28566,35113,chopped fresh parsley
28567,3253737,"shredded baby basil leaves, divided"
28568,22326550,salt and ground black pepper to taste
28569,29716,"baby Persian cucumbers, sliced"
28570,27958,"finely chopped walnuts, or to taste"
28571,29176,"olive oil, divided, or more to taste"
28572,28848,"onion, grated"
28573,35074,salt to taste
28574,34861,"fresh green beans, trimmed and snapped"
28575,20551,diced tomatoes with green chile peppers
28576,4529,chicken broth
28577,16406,"elephant garlic, grated"
28578,28848,margarine
28579,29176,chopped celery
28580,27958,chopped carrot
28581,20305,"onion, chopped"
28582,28277,"deli ham, chopped"
28583,35174,"potatoes, peeled and cubed"
28584,4786,"whole kernel corn, undrained"
28585,28848,"green beans, undrained"
28586,35167,water to cover
28587,28292,bite-size broccoli florets
28588,325340,condensed cream of mushroom soup
28589,7842,"processed cheese food product, Swiss flavor"
28590,34839,"2% milk ,salt"
28591,35153,ground black pepper
28592,25834,"skinless, boneless chicken thighs, cut into 1-inch pieces"
28593,35174,"red potatoes, cut in 1-inch pieces"
28594,326550,"beef stew meat, cut into bite-size pieces (Optional)"
28595,35167,frozen whole kernel corn
28596,28854,frozen cut carrots
28597,320611,"cut green beans, drained"
28598,4978,chicken broth
28599,35167,diced celery
28600,33277,beef broth
28601,326550,"petite diced tomatoes ,diced onion"
28602,16386,diced green bell pepper
28603,27958,"cabbage, shredded"
28604,4431,"salt, or to taste"
28605,29176,dried basil
28606,35113,dried oregano
28607,3717,celery salt
28608,35113,ground black pepper
28609,34509,concentrated vegetable base (such as Swanson® Vegetable Flavor Boost®) (Optional)
28610,320611,lean ground beef
28611,33277,tomato sauce
28612,1654,sofrito
28613,20611,"green olives, finely chopped"
28614,320611,crushed garlic
28615,20545,"salt, divided"
28616,25834,recao
28617,28196,dried oregano
28618,34819,cooking spray
28619,4516,vegetable oil
28620,35050,"ripe plantains - peeled, halved, and each half cut lengthwise into 4 slices ,large eggs"
28621,12483,"frozen French cut green beans, thawed and drained"
28622,26811,shredded mozzarella cheese
28623,29176,"fresh green beans, trimmed"
28624,25146,sliced red bell pepper
28625,6756,chopped onion
28626,15899,sliced fresh mushrooms
28627,8954,shirataki noodles (such as Miracle Noodles®)
28628,35167,almond milk (such as Silk®)
28629,12057,light vegetable cream cheese
28630,21757,seafood seasoning (such as Old Bay®)
28631,3253737,garlic powder
28632,21258,ground black pepper
28633,16326550,"yellowfin tuna, drained"
28634,20470,"onion, cut into chunks"
28635,34839,"green bell pepper, cut into chunks"
28636,28292,fresh parsley
28637,1502,fresh cilantro
28638,27958,culantro
28639,29015,garlic
28640,29176,"water, or as needed"
28641,4279,ground beef
28642,6725,sazon seasoning
28643,4233277,ground black pepper to taste
28644,4378,"adobo seasoning, or to taste"
28645,35050,olive oil
28646,35113,"ripe plantains, peeled and cut on the bias"
28647,4572,"eggs, beaten"
28648,16159,"green beans, drained"
28649,3758,"eggs, beaten"
28650,29716,sliced cremini mushrooms
28651,3686,"shallots, minced"
28652,28854,olive oil
28653,29176,carrots
28654,1634861,celery
28655,16404,garlic
28656,320611,water
28657,16407,vegetable broth
28658,22004,apple cider vinegar
28659,1434861,paprika
28660,21666,ground coriander
28661,29850,salt
28662,326550,ground cumin
28663,20245,dried thyme
28664,35167,dried marjoram
28665,30204,millet
28666,20245,brown rice
28667,29716,dried green peas
28668,29176,dried lentils
28669,27958,bacon
28670,2818644,"onion, chopped"
28671,2818644,"green bell pepper, chopped"
28672,16404,frozen crowder peas
28673,326550,water
28674,25834,garlic powder
28675,2084,dried thyme
28676,29716,crushed bay leaf
28677,27958,seasoned salt to taste
28678,29176,"cooked ham, cubed"
28679,320611,chopped fresh parsley
28680,35004,all-purpose flour
28681,6725,"salt, to taste"
28682,16413,"ground black pepper, to taste"
28683,22039,"beef round steak, cubed"
28684,35113,"vegetable oil, or as needed"
28685,15899,"fresh mushrooms, chopped"
28686,20644,"onion, chopped"
28687,4572,chopped carrot
28688,4335,"beef broth, divided"
28689,8954,dry brown gravy mix
28690,35127,"potato, cubed"
28691,5107,frozen peas
28692,9725,frozen corn
28693,29176,frozen lima beans
28694,320611,frozen cut green beans
28695,320611,condensed cream of mushroom soup (Optional)
28696,16406,"skinless, boneless chicken breast, chopped"
28697,35167,chopped zucchini
28698,35153,chopped celery
28699,25834,chopped yellow squash
28700,35174,chopped fresh green beans
28701,326550,"sweet onion, chopped"
28702,326550,dried basil
28703,28854,celery salt
28704,320611,salt
28705,3789,ground black pepper
28706,326550,chicken broth
28707,28854,olive oil
28708,3253737,sliced cremini mushrooms
28709,29850,"onion, diced"
28710,325249,"garlic, minced"
28711,320611,dried oregano
28712,325340,dried thyme
28713,16377,orzo
28714,326550,dry white wine
28715,1507,low-sodium chicken broth
28716,29015,frozen peas
28717,28848,"freshly grated Pecorino-Romano cheese, or to taste"
28718,325340,heavy whipping cream
28719,35167,salt and freshly ground black pepper to taste
28720,25834,"French-style green beans, drained"
28721,2496,"sliced potatoes, drained"
28722,33277,condensed cream of celery soup
28723,27981,milk
28724,27958,"French-fried onions, divided"
28725,16404,salt and pepper to taste
28726,20888,garlic powder to taste
28727,16417,dry bread stuffing mix
28728,35074,elbow macaroni
28729,35167,frozen peas
28730,1665,mayonnaise
28731,35113,"mild Cheddar cheese, cut into small cubes"
28732,16407,"celery, chopped"
28733,20611,"white onion, chopped"
28734,34839,salt and ground black pepper to taste
28735,2740,chicken broth
28736,35010,soy sauce
28737,35167,cornstarch
28738,5107,ground ginger
28739,1636,vegetable oil
28740,35113,"skinless, boneless chicken breast halves, cubed"
28741,34839,"garlic, minced"
28742,35050,sliced fresh mushrooms
28743,35167,"sliced water chestnuts, drained"
28744,25834,snow peas
28745,35174,sesame seeds
28746,33277,"thick sliced bacon, cut into 1 inch pieces"
28747,29850,"fresh green beans, trimmed and snapped"
28748,20305,"onions, chopped"
28749,1434861,minced garlic
28750,28196,water
28751,24837,brown sugar
28752,33277,Worcestershire sauce
28753,4378,salt and pepper to taste
28754,28714,"garlic, minced"
28755,20611,"bird's eye chile, seeded and minced"
28756,30204,minced lemon grass
28757,35127,fish sauce
28758,16421,coconut milk
28759,29039,peanut oil
28760,35074,"green onions, chopped"
28761,27958,"fresh green beans, trimmed and halved"
28762,28277,"bone-in, skin-on chicken breasts"
28763,18326550,sazon seasoning
28764,35113,chili powder
28765,8954,ground black pepper to taste
28766,1320,extra virgin olive oil
28767,35113,prepared sofrito
28768,35113,tomato paste
28769,18870,ground cumin
28770,28870,chicken stock
28771,28006,"frozen riced cauliflower, thawed and drained"
28772,6493,"frozen green peas, thawed (Optional)"
28773,34839,"salt, or to taste"
28774,25834,water as needed
28775,17600,frozen green beans
28776,9725,garlic
28777,27981,"white mushrooms, or more to taste"
28778,4279,white onion
28779,27958,"orange ,Italian seasoning"
28780,29176,salmon steaks
28781,34813,"seafood seasoning (such as Old Bay®), or to taste"
28782,21666,"bacon, diced"
28783,27640,crushed garlic
28784,20245,crushed red pepper flakes
28785,17677,frozen whole green beans
28786,4529,salt and pepper to taste
28787,2824837,"cream cheese, softened"
28788,435167,granulated sugar
28789,16238,large eggs
28790,4267,pure vanilla
28791,21258,lemon juice
28792,4279,Duncan Hines® Red Velvet Cake Mix
28793,18428,water
28794,28196,vegetable oil
28795,35167,large eggs
28796,21666,powdered sugar
28797,3733277,sifted all-purpose flour
28798,16407,white sugar
28799,16421,salt
28800,326550,baking soda
28801,6057,unsweetened cocoa powder
28802,325340,vegetable oil
28803,29850,buttermilk
28804,33277,eggs
28805,29492,red food coloring
28806,4978,vanilla extract
28807,1636,white vinegar
28808,35113,"cream cheese, at room temperature ,unsalted butter, at room temperature ,sifted confectioners' sugar"
28809,35167,vanilla extract
28810,35113,all-purpose flour
28811,16424,unsweetened cocoa powder
28812,3796,baking powder
28813,35167,ground red pepper
28814,325340,salt
28815,25834,white sugar
28816,35174,sour cream
28817,3253737,"butter, softened"
28818,1338,"eggs, lightly beaten"
28819,29716,red food coloring
28820,20607,vanilla extract
28821,34692,butter
28822,28848,white sugar
28823,20468,"unsalted butter, melted"
28824,23253737,vanilla extract
28825,4372,cocoa powder
28826,35085,salt
28827,2496,red food coloring
28828,20726,cider vinegar
28829,29716,"eggs, lightly beaten"
28830,29176,all-purpose flour
28831,20453,"cream cheese, softened"
28832,2818644,white sugar
28833,10043,egg
28834,27958,vanilla extract
28835,5107,flour
28836,31459,baking powder
28837,3767,ground cinnamon
28838,25340,salt
28839,35167,white sugar
28840,25834,eggs
28841,33277,milk
28842,325340,"Baileys Red Velvet Liqueur, divided"
28843,35167,"heavy cream, divided"
28844,326550,evaporated milk
28845,33277,vanilla extract
28846,35153,"cream cheese, at room temperature ,white sugar"
28847,1526,"strawberries, sliced"
28848,17679,"whole chicken, cut into 4 pieces"
28849,28196,olive oil
28850,29176,"mushrooms, chopped"
28851,27958,"onion, chopped"
28852,320611,"celery, chopped"
28853,4267,"garlic, minced"
28854,4279,dry white wine
28855,434839,diced tomatoes
28856,35167,chicken broth
28857,320611,chopped fresh parsley
28858,35113,dried oregano
28859,35050,red pepper flakes
28860,20194,salt and ground black pepper to taste
28861,8954,nonstick cooking spray
28862,27090,butter
28863,26550,"onion, minced"
28864,6496,"garlic, minced"
28865,21089,ground chicken
28866,20651,rolled oats
28867,34839,shredded zucchini
28868,16317,"barbecue sauce, or more to taste"
28869,34367,"egg, lightly beaten"
28870,27958,salt
28871,29176,chili powder
28872,3698,cayenne pepper
28873,4442,vegetable oil cooking spray
28874,17600,"Roma tomatoes, diced"
28875,2658,"sweet onion, diced"
28876,35004,"green bell pepper, diced"
28877,16407,"carrot, grated"
28878,320611,"garlic, minced"
28879,16406,extra-virgin olive oil
28880,33277,Worcestershire sauce
28881,29716,poultry seasoning
28882,325340,ground mustard
28883,320611,ground turkey
28884,35174,bread crumbs
28885,23336,"low-fat pepper Jack cheese, shredded"
28886,35113,"eggs, lightly beaten"
28887,5521,barbeque sauce
28888,27958,"celery, chopped"
28889,3722,"green onions, sliced"
28890,1639,Dijon mustard
28891,4529,fat-free creamy salad dressing (such as Miracle Whip Free®)
28892,20644,prepared horseradish
28893,35091,"hot pepper sauce (such as Tabasco®), or to taste"
28894,20305,salt
28895,21089,cubed cooked pork roast
28896,325340,bone-in chicken legs with skin
28897,28714,all-purpose flour
28898,5112,olive oil
28899,11022,"green bell pepper, cut into 2-inch pieces"
28900,1634861,"onion, sliced"
