,ingredientID,ingredient
28359,4279,mayonnaise
28360,16238,brown sugar
28361,2108,curry powder
28362,2078,garlic salt
28363,16317,shredded Cheddar cheese
28364,4342,smoked turkey carcass
28365,16281,vegetable broth
28366,5521,water
28367,16406,chopped fresh green beans
28368,16414,frozen corn
28369,20487,shredded carrot
28370,16157,white rice
28371,4397,"chopped celery, or to taste"
28372,4292,chopped onion
28373,18866,chopped green bell pepper
28374,16410,chopped red bell pepper
28375,16406,"cream cheese, or more to taste"
28376,13968,"shredded Cheddar cheese, or to taste"
28377,16317,ground black pepper to taste
28378,4409,lemon juice
28379,16429,soy sauce
28380,16278,brown sugar
28381,1684,fish sauce
28382,16317,"red pepper flakes, or to taste"
28383,12390,"cornstarch, or as desired (Optional)"
28384,16421,"olive oil, divided"
28385,16157,"garlic, minced"
28386,4786,"jalapeno peppers, seeded and chopped"
28387,4432,whole black peppercorns
28388,4397,"onions, sliced"
28389,4342,"frozen sugar snap peas, thawed"
28390,2664,cherry tomatoes
28391,18723,"yellow bell pepper, thinly sliced"
28392,16258,"red bell pepper, thinly sliced"
28393,1684,"green bell pepper, thinly sliced"
28394,18723,"fresh shrimp, peeled and deveined"
28395,3474,chopped fresh cilantro
28396,6494,chopped fresh mint
28397,2819,cooked long-grain rice
28398,4556,"fresh bean sprouts, or to taste"
28399,4786,vegetable oil
28400,4397,"onion, diced"
28401,3795,curry powder
28402,2858,mustard seeds
28403,5112,cumin seeds
28404,1525,vegetable broth
28405,20469,"potatoes, cut into small cubes"
28406,16396,"carrot, cut into small cubes"
28407,16397,frozen peas
28408,18866,"frozen puff pastry, thawed"
28409,1651,"egg, lightly beaten"
28410,2104,mayonnaise
28411,3103,sour cream
28412,16317,white sugar
28413,16421,lemon juice
28414,16347,horseradish
28415,7444,"curry powder, or more to taste"
28416,4397,salt and ground black pepper to taste
28417,4432,"garlic, minced"
28418,5375,olive oil
28419,16157,salt and freshly ground pepper to taste
28420,4397,"fresh green beans, trimmed"
28421,4342,butter
28422,7428,sliced almonds
28423,7444,olive oil
28424,13415,"cayenne pepper, or more to taste"
28425,27815,crumbled blue cheese
28426,9320,"garbanzo beans, drained"
28427,16317,"artichoke hearts, drained and diced"
28428,16377,frozen green peas
28429,16405,diced black olives
28430,26848,"red onion, diced"
28431,16404,farfalle (bow tie) pasta
28432,16401,diced queso blanco cheese
28433,6057,Italian-style salad dressing (such as Girard's® Olde Venice)
28434,2496,cracked black pepper to taste
28435,5552,"potatoes, peeled and cubed"
28436,5107,"frozen peas, thawed"
28437,16380,raisins
28438,6834,"green chile pepper, finely chopped"
28439,16294,garam masala
28440,16347,finely grated fresh ginger
28441,16278,"red chile powder, or to taste"
28442,16317,salt to taste
28443,1526,all-purpose flour
28444,16424,vegetable oil
28445,16386,ground cinnamon
28446,16339,salt to taste
28447,1526,"water, or as needed"
28448,27815,vegetable oil for frying
28449,5489,"fresh snow peas, trimmed"
28450,18111,"cream cheese, softened"
28451,4378,"smoked salmon, flaked"
28452,4397,garlic salt
28453,5516,ground black pepper
28454,5320,"dried dill weed, or to taste"
28455,11444,soy sauce
28456,6d524b0cf154936052a9c48bd6761d37,cornstarch
28457,14388,cooking spray
28458,16339,sesame oil
28459,4381,snow peas
28460,16258,thinly sliced carrot
28461,16238,chicken broth
28462,5110,frozen cut green beans
28463,16401,frozen lima beans
28464,16238,drained and rinsed canned red beans
28465,4409,frozen red bell pepper strips
28466,14388,chopped onion
28467,4381,canola oil
28468,4342,apple cider vinegar
28469,16157,white sugar
28470,16296,garlic powder
28471,16238,salt and ground black pepper to taste
28472,16406,"bacon - cooked, crumbled and divided"
28473,2830,frozen cut green beans
28474,4378,minced garlic
28475,7767,"crumbled feta cheese, divided"
28476,16396,onion powder
28477,20245,ground black pepper
28478,16421,water
28479,16406,penne pasta
28480,2112,"sugar snap peas, or as desired"
28481,16317,"olive oil, or more to taste"
28482,6305,margarine
28483,1684,"white mushrooms, sliced"
28484,2496,"green onions, minced"
28485,16317,"garlic, minced"
28486,16421,"lemon, zested"
28487,2356,lemon juice
28488,16258,salt and ground black pepper to taste
28489,16133,grated Parmesan cheese
28490,12390,chopped fresh mint (Optional)
28491,16421,"sugar snap peas, trimmed"
28492,16406,water
28493,20245,"cherry tomatoes, halved"
28494,17500,"garlic, minced"
28495,16238,white sugar
28496,16386,salt-free onion and herb seasoning (such as Mrs. Dash®)
28497,1526,lemon juice
28498,5375,bacon
28499,10536,water
28500,16317,frozen cut green beans
28501,7434,all-purpose flour
28502,16243,heavy cream
28503,16238,shredded sharp Cheddar cheese
28504,4405,dry bread crumbs
28505,16348,"fresh green beans, trimmed"
28506,1527,sliced onions
28507,1525,"balsamic vinegar, or more if needed"
28508,16421,"garlic, chopped"
28509,16386,white sugar
28510,16411,dried basil
28511,16401,dried oregano
28512,16382,"shredded Parmesan cheese, or to taste"
28513,20698,halved grape tomatoes
28514,6307,olive oil
28515,1684,"white onion, chopped"
28516,17981,"garlic, pressed"
28517,1636,frozen cut green beans
28518,7434,frozen peas
28519,16234,"zucchini, chopped"
28520,16238,vegetable broth
28521,3810,minced fresh rosemary
28522,16421,cooked great Northern beans
28523,16414,ditalini pasta
28524,16406,minced fresh parsley
28525,16401,grated Parmesan cheese
28526,20244,salt and freshly ground black pepper to taste
28527,16397,"extra-virgin olive oil, or as needed"
28528,5444,ground beef
28529,5444,ground pork sausage
28530,4397,salt and pepper to taste
28531,2882,pumpkin pie spice
28532,4342,brown sugar
28533,18765,chicken stock
28534,21829,long grain and wild rice mix
28535,16278,sugar pumpkin
28536,16157,condensed cream of celery soup
28537,454,condensed cream of mushroom soup
28538,6309,"mushroom stems and pieces, drained"
28539,2958,French cut green beans
28540,1536,"kohlrabi bulbs, peeled and grated"
28541,2871,"white cabbage, shredded"
28542,18744,"carrots, grated"
28543,16404,"red bell peppers, grated"
28544,16406,"green bell peppers, grated"
28545,20975,French-cut green beans
28546,21058,"fresh parsley, chopped"
28547,6442,"chicken broth, or as needed to cover"
28548,4273,"white sugar, or to taste"
28549,4279,"Hungarian paprika, or to taste"
28550,4405,salt and ground black pepper to taste
28551,20913,"sour cream, for topping"
28552,7789,"prepared horseradish, or to taste (Optional)"
28553,4343,"onion, chopped"
28554,16406,"garlic, minced"
28555,16408,butter
28556,20244,"frozen green peas, thawed"
28557,2883,"sliced mushrooms, drained"
28558,9722,white sugar
28559,2871,salt
28560,2496,dried thyme
28561,16317,black pepper
28562,6494,fresh baby peas
28563,18710,Greek yogurt
28564,5107,olive oil
28565,16157,fresh lemon juice
28566,2496,chopped fresh parsley
28567,18752,"shredded baby basil leaves, divided"
28568,1701,salt and ground black pepper to taste
28569,6307,"baby Persian cucumbers, sliced"
28570,4397,"finely chopped walnuts, or to taste"
28571,4342,"olive oil, divided, or more to taste"
28572,3103,"onion, grated"
28573,4582,salt to taste
28574,16385,"fresh green beans, trimmed and snapped"
28575,20551,diced tomatoes with green chile peppers
28576,2779,chicken broth
28577,16406,"elephant garlic, grated"
28578,3103,margarine
28579,4342,chopped celery
28580,4397,chopped carrot
28581,10498,"onion, chopped"
28582,16215,"deli ham, chopped"
28583,16133,"potatoes, peeled and cubed"
28584,4786,"whole kernel corn, undrained"
28585,3103,"green beans, undrained"
28586,7819,water to cover
28587,16420,bite-size broccoli florets
28588,1525,condensed cream of mushroom soup
28589,7842,"processed cheese food product, Swiss flavor"
28590,16278,"2% milk ,salt"
28591,6300,ground black pepper
28592,16317,"skinless, boneless chicken thighs, cut into 1-inch pieces"
28593,16424,"red potatoes, cut in 1-inch pieces"
28594,1684,"beef stew meat, cut into bite-size pieces (Optional)"
28595,1526,frozen whole kernel corn
28596,2356,frozen cut carrots
28597,16421,"cut green beans, drained"
28598,4978,chicken broth
28599,1526,diced celery
28600,16157,beef broth
28601,1684,"petite diced tomatoes ,diced onion"
28602,16386,diced green bell pepper
28603,4397,"cabbage, shredded"
28604,4431,"salt, or to taste"
28605,4342,dried basil
28606,5111,dried oregano
28607,3717,celery salt
28608,2496,ground black pepper
28609,5520,concentrated vegetable base (such as Swanson® Vegetable Flavor Boost®) (Optional)
28610,16421,lean ground beef
28611,16157,tomato sauce
28612,1654,sofrito
28613,16258,"green olives, finely chopped"
28614,16294,crushed garlic
28615,20545,"salt, divided"
28616,16317,recao
28617,13968,dried oregano
28618,6442,cooking spray
28619,4516,vegetable oil
28620,2882,"ripe plantains - peeled, halved, and each half cut lengthwise into 4 slices ,large eggs"
28621,12057,"frozen French cut green beans, thawed and drained"
28622,18868,shredded mozzarella cheese
28623,4342,"fresh green beans, trimmed"
28624,4343,sliced red bell pepper
28625,6756,chopped onion
28626,4656,sliced fresh mushrooms
28627,4405,shirataki noodles (such as Miracle Noodles®)
28628,20833,almond milk (such as Silk®)
28629,12057,light vegetable cream cheese
28630,17981,seafood seasoning (such as Old Bay®)
28631,2359,garlic powder
28632,21258,ground black pepper
28633,16237,"yellowfin tuna, drained"
28634,20470,"onion, cut into chunks"
28635,16278,"green bell pepper, cut into chunks"
28636,16420,fresh parsley
28637,1502,fresh cilantro
28638,4397,culantro
28639,6420,garlic
28640,4342,"water, or as needed"
28641,4279,ground beef
28642,4286,sazon seasoning
28643,4252,ground black pepper to taste
28644,4378,"adobo seasoning, or to taste"
28645,2882,olive oil
28646,2496,"ripe plantains, peeled and cut on the bias"
28647,4572,"eggs, beaten"
28648,16159,"green beans, drained"
28649,3758,"eggs, beaten"
28650,6307,sliced cremini mushrooms
28651,3686,"shallots, minced"
28652,18930,olive oil
28653,4342,carrots
28654,16388,celery
28655,16404,garlic
28656,16421,water
28657,16407,vegetable broth
28658,22004,apple cider vinegar
28659,14388,paprika
28660,5803,ground coriander
28661,13705,salt
28662,4520,ground cumin
28663,20245,dried thyme
28664,16234,dried marjoram
28665,16238,millet
28666,20245,brown rice
28667,6307,dried green peas
28668,4342,dried lentils
28669,4397,bacon
28670,4432,"onion, chopped"
28671,21082,"green bell pepper, chopped"
28672,16404,frozen crowder peas
28673,4634,water
28674,16317,garlic powder
28675,2084,dried thyme
28676,6307,crushed bay leaf
28677,4397,seasoned salt to taste
28678,4342,"cooked ham, cubed"
28679,16391,chopped fresh parsley
28680,3795,all-purpose flour
28681,4286,"salt, to taste"
28682,16413,"ground black pepper, to taste"
28683,22039,"beef round steak, cubed"
28684,2496,"vegetable oil, or as needed"
28685,1644,"fresh mushrooms, chopped"
28686,2819,"onion, chopped"
28687,4572,chopped carrot
28688,4335,"beef broth, divided"
28689,4405,dry brown gravy mix
28690,4409,"potato, cubed"
28691,5107,frozen peas
28692,9725,frozen corn
28693,4342,frozen lima beans
28694,18860,frozen cut green beans
28695,16421,condensed cream of mushroom soup (Optional)
28696,16406,"skinless, boneless chicken breast, chopped"
28697,1526,chopped zucchini
28698,6300,chopped celery
28699,16317,chopped yellow squash
28700,16424,chopped fresh green beans
28701,1684,"sweet onion, chopped"
28702,1684,dried basil
28703,2356,celery salt
28704,16421,salt
28705,3789,ground black pepper
28706,1684,chicken broth
28707,2356,olive oil
28708,2359,sliced cremini mushrooms
28709,16386,"onion, diced"
28710,16397,"garlic, minced"
28711,16421,dried oregano
28712,16401,dried thyme
28713,16377,orzo
28714,16387,dry white wine
28715,1507,low-sodium chicken broth
28716,6420,frozen peas
28717,4994,"freshly grated Pecorino-Romano cheese, or to taste"
28718,1525,heavy whipping cream
28719,1526,salt and freshly ground black pepper to taste
28720,16317,"French-style green beans, drained"
28721,2496,"sliced potatoes, drained"
28722,16157,condensed cream of celery soup
28723,4292,milk
28724,4397,"French-fried onions, divided"
28725,16404,salt and pepper to taste
28726,20888,garlic powder to taste
28727,16417,dry bread stuffing mix
28728,18866,elbow macaroni
28729,16408,frozen peas
28730,1665,mayonnaise
28731,20702,"mild Cheddar cheese, cut into small cubes"
28732,16255,"celery, chopped"
28733,16258,"white onion, chopped"
28734,16278,salt and ground black pepper to taste
28735,2740,chicken broth
28736,5020,soy sauce
28737,1526,cornstarch
28738,5107,ground ginger
28739,1636,vegetable oil
28740,2496,"skinless, boneless chicken breast halves, cubed"
28741,16278,"garlic, minced"
28742,1685,sliced fresh mushrooms
28743,1526,"sliced water chestnuts, drained"
28744,16317,snow peas
28745,16424,sesame seeds
28746,16157,"thick sliced bacon, cut into 1 inch pieces"
28747,16386,"fresh green beans, trimmed and snapped"
28748,20305,"onions, chopped"
28749,14388,minced garlic
28750,6305,water
28751,6494,brown sugar
28752,16157,Worcestershire sauce
28753,4378,salt and pepper to taste
28754,16396,"garlic, minced"
28755,16258,"bird's eye chile, seeded and minced"
28756,16238,minced lemon grass
28757,4409,fish sauce
28758,16421,coconut milk
28759,29039,peanut oil
28760,22104,"green onions, chopped"
28761,4317,"fresh green beans, trimmed and halved"
28762,16215,"bone-in, skin-on chicken breasts"
28763,18765,sazon seasoning
28764,2496,chili powder
28765,4405,ground black pepper to taste
28766,1320,extra virgin olive oil
28767,1658,prepared sofrito
28768,2496,tomato paste
28769,18870,ground cumin
28770,25518,chicken stock
28771,4603,"frozen riced cauliflower, thawed and drained"
28772,6493,"frozen green peas, thawed (Optional)"
28773,16278,"salt, or to taste"
28774,16317,water as needed
28775,17600,frozen green beans
28776,9725,garlic
28777,4292,"white mushrooms, or more to taste"
28778,4279,white onion
28779,4397,"orange ,Italian seasoning"
28780,4342,salmon steaks
28781,23274,"seafood seasoning (such as Old Bay®), or to taste"
28782,5803,"bacon, diced"
28783,3640,crushed garlic
28784,20245,crushed red pepper flakes
28785,17677,frozen whole green beans
28786,4529,salt and pepper to taste
28787,2787,"cream cheese, softened"
28788,4357,granulated sugar
28789,16238,large eggs
28790,4267,pure vanilla
28791,21258,lemon juice
28792,4279,Duncan Hines® Red Velvet Cake Mix
28793,7842,water
28794,6305,vegetable oil
28795,1526,large eggs
28796,6309,powdered sugar
28797,3752,sifted all-purpose flour
28798,16407,white sugar
28799,16421,salt
28800,1684,baking soda
28801,6057,unsweetened cocoa powder
28802,1525,vegetable oil
28803,16386,buttermilk
28804,16157,eggs
28805,5225,red food coloring
28806,4978,vanilla extract
28807,1636,white vinegar
28808,2496,"cream cheese, at room temperature ,unsalted butter, at room temperature ,sifted confectioners' sugar"
28809,1526,vanilla extract
28810,2496,all-purpose flour
28811,16424,unsweetened cocoa powder
28812,2858,baking powder
28813,1526,ground red pepper
28814,1525,salt
28815,16317,white sugar
28816,16424,sour cream
28817,2359,"butter, softened"
28818,1338,"eggs, lightly beaten"
28819,6307,red food coloring
28820,20607,vanilla extract
28821,5012,butter
28822,16260,white sugar
28823,20468,"unsalted butter, melted"
28824,24312,vanilla extract
28825,4372,cocoa powder
28826,18859,salt
28827,2496,red food coloring
28828,20726,cider vinegar
28829,6307,"eggs, lightly beaten"
28830,4342,all-purpose flour
28831,20453,"cream cheese, softened"
28832,4432,white sugar
28833,10043,egg
28834,4397,vanilla extract
28835,5107,flour
28836,25328,baking powder
28837,3767,ground cinnamon
28838,2155,salt
28839,16262,white sugar
28840,16317,eggs
28841,16157,milk
28842,16401,"Baileys Red Velvet Liqueur, divided"
28843,16262,"heavy cream, divided"
28844,1684,evaporated milk
28845,16157,vanilla extract
28846,6300,"cream cheese, at room temperature ,white sugar"
28847,1526,"strawberries, sliced"
28848,17679,"whole chicken, cut into 4 pieces"
28849,6305,olive oil
28850,4342,"mushrooms, chopped"
28851,4397,"onion, chopped"
28852,16391,"celery, chopped"
28853,4267,"garlic, minced"
28854,4279,dry white wine
28855,4421,diced tomatoes
28856,1526,chicken broth
28857,16421,chopped fresh parsley
28858,2496,dried oregano
28859,2882,red pepper flakes
28860,20194,salt and ground black pepper to taste
28861,4405,nonstick cooking spray
28862,27090,butter
28863,26550,"onion, minced"
28864,6496,"garlic, minced"
28865,5467,ground chicken
28866,20651,rolled oats
28867,16278,shredded zucchini
28868,16317,"barbecue sauce, or more to taste"
28869,5375,"egg, lightly beaten"
28870,4397,salt
28871,4342,chili powder
28872,3698,cayenne pepper
28873,4442,vegetable oil cooking spray
28874,4207,"Roma tomatoes, diced"
28875,2658,"sweet onion, diced"
28876,16284,"green bell pepper, diced"
28877,16255,"carrot, grated"
28878,16421,"garlic, minced"
28879,16406,extra-virgin olive oil
28880,16157,Worcestershire sauce
28881,4490,poultry seasoning
28882,1525,ground mustard
28883,16391,ground turkey
28884,16133,bread crumbs
28885,23336,"low-fat pepper Jack cheese, shredded"
28886,2496,"eggs, lightly beaten"
28887,5521,barbeque sauce
28888,4397,"celery, chopped"
28889,3722,"green onions, sliced"
28890,1639,Dijon mustard
28891,2779,fat-free creamy salad dressing (such as Miracle Whip Free®)
28892,2819,prepared horseradish
28893,4577,"hot pepper sauce (such as Tabasco®), or to taste"
28894,10498,salt
28895,5467,cubed cooked pork roast
28896,5429,bone-in chicken legs with skin
28897,16396,all-purpose flour
28898,5112,olive oil
28899,5592,"green bell pepper, cut into 2-inch pieces"
28900,16388,"onion, sliced"
28901,16385,"garlic, sliced, or more to taste"
28902,20551,dried oregano
28903,34702,red pepper flakes
28904,4582,salt
28905,12390,ground black pepper
28906,20245,roasted red pepper and garlic tomato sauce
28907,16404,"water, or as needed"
28908,18866,nonstick cooking spray
28909,16406,ground chicken
28910,5838,"sweet onion, finely chopped"
28911,9725,"carrot, finely chopped"
28912,12390,grated Parmesan cheese
28913,20245,whole wheat bread crumbs
28914,5855,"whole grain bread, cut into cubes"
28915,16234,egg
28916,16238,"garlic, minced"
28917,18766,1% milk
28918,16407,"chicken bouillon, crushed"
28919,5515,ground black pepper
28920,2496,ground sage
28921,16402,"sourdough bread, cubed"
28922,4399,butter
28923,16396,diced onion
28924,1709,diced celery
28925,4421,kosher salt
28926,16157,poultry seasoning
28927,4397,ground black pepper
28928,3103,chicken stock
28929,16406,eggs
28930,1684,"finely chopped fresh parsley, divided"
28931,16159,chopped fresh rosemary
28932,6307,milk
28933,5112,all-purpose flour
28934,1526,eggs
28935,16421,granulated garlic
28936,16406,salt
28937,4317,butter
28938,10840,chopped red bell pepper
28939,4335,chopped green bell pepper
28940,3725,chopped onion
28941,4663,"garlic, minced"
28942,2496,"shrimp, peeled and deveined"
28943,1644,Cajun seasoning
28944,16157,heavy cream
28945,4529,all-purpose flour
28946,10104,Cajun seasoning
28947,4342,dry white wine
28948,4343,"boneless, skinless chicken breasts, cut into 2-inch pieces"
28949,2882,"chickpeas, drained and rinsed"
28950,5595,"sweet potato, cut into 1-inch cubes"
28951,27027,"red bell pepper, cut into 1-inch pieces"
28952,18752,"onion, cut into 1/2-inch pieces"
28953,4133,unsweetened coconut milk
28954,7263,creamy peanut butter
28955,5121,lime juice
28956,5012,brown sugar
28957,4279,red curry paste
28958,4786,garlic powder
28959,18752,ground ginger
28960,2850,kosher salt
28961,25209,hot cooked rice
28962,2858,gluten-free bread
28963,2496,ground beef
28964,2958,eggs
28965,18868,salt
28966,6309,ground black pepper to taste
28967,6294,evaporated milk
28968,3717,"steak sauce (such as A1®), or to taste"
28969,25353,"onion, chopped"
28970,4342,diced green bell pepper
28971,16407,"bacon, or more as needed"
28972,16402,nonstick cooking spray
28973,16406,butter
28974,16421,"onion, diced"
28975,3910,minced garlic
28976,2882,Worcestershire Sauce
28977,21271,steak sauce (such as A1®)
28978,4371,beef base
28979,5588,lean ground turkey
28980,3103,lean ground turkey sausage
28981,13767,eggs
28982,21785,ground allspice
28983,454,dried parsley
28984,5161,stevia powder
28985,4978,sweet paprika
28986,22117,ground nutmeg
28987,5065,gluten-free oats
28988,16258,water
28989,16294,brown gravy mix
28990,6307,lemon juice
28991,4133,bay leaf
28992,20692,nonstick cooking spray
28993,16377,banana bread
28994,16421,sweetened condensed milk
28995,3823,evaporated milk
28996,16158,"milk, or as needed"
28997,5107,"eggs, beaten slightly"
28998,16421,white sugar
28999,21785,vanilla extract
29000,4572,ground cinnamon
29001,4397,"unsalted butter, cut into 1/4-inch pieces"
29002,1526,"white sugar, or to taste (Optional)"
29003,1684,lean ground turkey
29004,16317,condensed cream of mushroom soup
29005,16424,Italian-style seasoned bread crumbs
29006,1684,"button mushrooms, chopped"
29007,1525,minced onion
29008,16157,"beef bouillon, crushed"
29009,5225,salt and ground black pepper to taste
29010,2377,"boneless, center-cut pork chops, 1-inch thick"
29011,2858,cooking spray
29012,20482,dry ranch salad dressing mix (such as Hidden Valley Ranch®)
29013,7842,aluminum foil
29014,2882,refrigerated cheese tortellini
29015,4342,unsalted butter
29016,1526,sliced baby bella mushrooms
29017,16407,"heavy cream, divided"
29018,12792,grated Parmesan cheese (Optional)
29019,4336,grated lemon zest
29020,4405,freshly grated nutmeg
29021,3717,sea salt and freshly ground black pepper to taste
29022,2850,"grated Parmesan cheese, or to taste (Optional)"
29023,4442,chopped fresh parsley (Optional)
29024,4286,refrigerated tortellini
29025,4317,sliced portobello mushrooms
29026,5267,"garlic, minced"
29027,4397,butter
29028,4292,evaporated fat-free milk
29029,4342,freshly grated Parmesan cheese
29030,2496,ground black pepper
29031,5520,cooked brown lentils
29032,16421,sliced fresh mushrooms
29033,16408,spicy brown mustard
29034,16157,garlic powder
29035,1684,Italian seasoning
29036,16278,salt
29037,5861,ground black pepper
29038,16157,dry bread crumbs
29039,21271,"egg, beaten"
29040,16317,vegetable oil
29041,3687,all-purpose flour
29042,443,cold water
29043,20269,"eggs, beaten"
29044,12284,salt
29045,2858,baking powder
29046,16157,heavy cream
29047,1502,chicken broth
29048,1525,dried minced garlic
29049,16317,salt
29050,1683,ground black pepper
29051,7785,Italian seasoning
29052,11561,angel hair pasta
29053,3686,grated Parmesan cheese
29054,20239,ground cinnamon
29055,20270,white sugar
29056,4529,"maple-smoked bacon, or more to taste"
29057,16318,cooking spray
29058,18111,eggs
29059,19084,pesto
29060,16407,ricotta cheese
29061,9725,freshly grated Parmesan cheese
29062,2338,freshly ground black pepper to taste
29063,4086,"chopped green onion, or to taste"
29064,6307,nonfat dry milk powder
29065,16402,confectioners' sugar
29066,4663,brown sugar
29067,5375,salt
29068,16157,ground cinnamon
29069,6494,pumpkin pie spice
29070,16243,ground nutmeg
29071,16157,ground cardamom (Optional)
29072,16396,"delicata squash - halved lengthwise, seeded, and cut into 1/4-inch slices"
29073,16403,"olive oil, divided"
29074,20518,coarse salt and freshly ground black pepper to taste
29075,16234,"flour, or as needed for dusting"
29076,4252,pizza dough
29077,4380,"cornstarch, for dusting"
29078,1654,basil pesto sauce
29079,2496,"shredded mozzarella cheese, or as needed"
29080,4808,"freshly grated Parmesan cheese, or to taste"
29081,16411,"chopped pecans, or more to taste (Optional)"
29082,1525,salt
29083,16157,crumbled dried sage
29084,6493,ground black pepper
29085,445,ground nutmeg
29086,3690,red pepper flakes
29087,4431,ground ginger
29088,4397,ground turkey
29089,6294,lean ground turkey
29090,3725,"onion, diced"
29091,28886,soy sauce
29092,20482,"garlic, minced"
29093,7777,taco seasoning mix
29094,4808,whole wheat rotini pasta
29095,16284,milk
29096,1527,butter
29097,16397,shredded Cheddar-Monterey Jack cheese blend
29098,1527,sesame oil
29099,16284,reduced-sodium soy sauce
29100,6305,maple syrup
29101,2496,miso paste
29102,16317,liquid smoke flavoring
29103,2161,ground paprika
29104,1593,ground black pepper
29105,1338,sheets rice paper
29106,16317,rice vermicelli noodles
29107,16278,"cooked chicken, diced"
29108,16424,diced bok choy
29109,1526,shredded carrot
29110,1684,chopped green onion
29111,7785,dashi broth powder
29112,16421,nutritional yeast flakes
29113,2104,"grated fresh ginger ,ground black pepper"
29114,1416,ground white pepper
29115,2359,"red pepper flakes, or more to taste"
29116,16339,tamari soy sauce
29117,2496,toasted sesame oil
29118,1526,gluten-free miso paste
29119,16317,boiling water
29120,16424,egg
29121,16421,boneless skinless chicken breast halves
29122,1684,salt and pepper to taste
29123,1338,dried tarragon
29124,6307,fresh lemon juice
29125,4339,butter
29126,16317,water
29127,2496,sea salt
29128,2112,cavatappi pasta
29129,4572,olive oil
29130,16238,finely chopped onion
29131,6344,"garlic, minced"
29132,1684,ground beef
29133,2112,tomato sauce
29134,18740,chili powder
29135,16406,ground cumin
29136,6494,"seasoned black beans, undrained"
29137,5375,freshly ground black pepper
29138,4397,ground beef
29139,18845,"garlic, minced"
29140,20245,"onion, diced"
29141,16421,diced tomatoes
29142,20244,shredded Cheddar cheese
29143,1525,chicken broth
29144,578,red bell peppers
29145,2377,ground beef
29146,16347,chili sauce
29147,4808,mustard
29148,1526,brown sugar
29149,16317,vinegar
29150,1536,milk
29151,20362,shortening
29152,16386,egg
29153,16421,vanilla extract
29154,16424,all-purpose flour
29155,16401,white sugar
29156,5444,baking powder
29157,18765,salt
29158,2779,"apples - peeled, cored, and sliced, or more to taste"
29159,4372,white sugar
29160,4572,"butter, melted"
29161,1320,all-purpose flour
29162,9764,ground cinnamon
29163,25206,"onion, chopped"
29164,6305,green chilies
29165,4397,minced garlic
29166,4342,"lime, juiced"
29167,1683,"cilantro, chopped"
29168,2879,water
29169,4491,chicken bouillon granules
29170,16215,salt
29171,6494,"butter, softened"
29172,4254,uncooked instant rice
29173,5489,whipping cream
29174,2496,sweetened condensed milk
29175,1654,frozen passion fruit juice concentrate
29176,27675,eggs
29177,3103,chicken stock
29178,5375,diced rotisserie chicken meat
29179,16317,fresh spinach
29180,6294,soy sauce
29181,16215,sriracha sauce
29182,4372,rice vinegar
29183,4397,"garlic, grated"
29184,5592,"ginger, grated"
29185,21271,ramen noodles
29186,4286,"finely crumbled dried seaweed, or to taste"
29187,16421,"green onions, chopped, or to taste"
29188,21097,"Thai chile peppers, stemmed and coarsely chopped, or to taste"
29189,16406,"sriracha sauce, or to taste"
29190,6307,refrigerated pizza crust
29191,16215,baking soda
29192,16258,"Himalayan pink salt, or to taste"
29193,16209,"Neufchatel cheese, softened"
29194,16401,chocolate-hazelnut spread (such as Nutella®)
29195,16238,"milk, or more to taste"
29196,2351,yellow mustard
29197,6305,"honey, or more to taste"
29198,16317,"onion, diced"
29199,13608,canola oil
29200,16231,"garlic, diced"
29201,16157,diced carrots
29202,4378,chopped cauliflower
29203,461,chopped broccoli florets
29204,4405,sliced fresh mushrooms
29205,4302,soy sauce
29206,22318,water
29207,6307,"tomato, diced"
29208,4442,"chopped fresh basil, or to taste"
29209,16238,salt and ground black pepper to taste
29210,16396,unsalted sunflower seeds (Optional)
29211,16402,olive oil
29212,16404,ketchup
29213,16421,balsamic vinegar
29214,16406,minced garlic
29215,1684,dried cilantro
29216,1526,paprika
29217,2356,salt
29218,16421,cayenne pepper
29219,16215,"large shrimp, peeled and deveined"
29220,16317,metal skewers
29221,16278,cheese tortellini
29222,6379,marinara sauce
29223,20482,Alfredo sauce
29224,3687,"frozen chopped spinach, thawed and squeezed dry ,dried Italian seasoning"
29225,18111,shredded Mozzarella cheese
29226,16407,freshly grated Parmesan cheese
29227,16406,dried Italian seasoning
29228,16396,olive oil
29229,16317,"garlic, minced"
29230,6345,"onion, cut into 2 inch pieces"
29231,6506,"green bell pepper, cut into 2 inch pieces"
29232,6344,whole peeled plum tomatoes with juice
29233,5107,"paprika, or to taste"
29234,1502,"pickled jalapeno pepper, finely chopped"
29235,7428,eggs
29236,16404,pita bread (Optional)
29237,16157,olive oil
29238,4342,"onion, diced"
29239,23274,"garlic, minced"
29240,4252,"curry powder, or to taste"
29241,16258,coconut milk
29242,16215,"cauliflower, broken into florets"
29243,5376,saffron
29244,1527,cooked basmati rice
29245,16278,water
29246,20362,quinoa
29247,16157,rinsed canned chickpeas
29248,3819,diced tomatoes
29249,4147,diced cucumber
29250,4397,chopped green onions
29251,12255,chopped fresh parsley
29252,4317,lemon juice
29253,4574,extra-virgin olive oil
29254,7407,"garlic, minced"
29255,16417,chopped fresh mint
29256,16421,salt
29257,25824,ground black pepper
29258,6305,white sugar
29259,4342,vegetable shortening
29260,4292,egg
29261,4786,vanilla extract
29262,4397,sifted all purpose flour
